勝者,黒の石の数,白の石の数,最大の探索時間の世代,最大の探索時間,最大の全探索数,最大の実際の探索数,ゲームにかかった時間
白(後攻)の勝ち,23,41,16,0.2666640281677246,11113,11113,4.164980173110962
