勝者,黒の石の数,白の石の数,最大の探索時間の世代,最大の探索時間,最大の全探索数,最大の実際の探索数,ゲームにかかった時間
白(後攻)の勝ち,11,53,17,0.1839580535888672,7882,7882,2.0783705711364746
