世代,黒のボード,白のボード,アクション,探索時間,全探索数,実際の探索数,カットした探索数
0,34628173824,68853694464,67108864,0.24176669120788574,9876,9870,6
1,34829500416,68719476736,17179869184,0.3826580047607422,16250,16250,0
2,469762048,120259084288,4398046511104,1.0897846221923828,45041,45041,0
3,4450055880704,68719476736,262144,0.964104175567627,40278,40278,0
4,4449921662976,68853956608,1048576,1.8564276695251465,78860,78847,13
5,4450056929280,68719738880,1125899906842624,2.589726209640503,104368,104368,0
6,34763440128,1130383920070656,562949953421312,7.385881662368774,294668,294511,157
7,567382763372544,1125985873559552,17592186044416,6.5775065422058105,268689,268689,0
8,567348403634176,1143612419342336,288230376151711744,13.842726945877075,571564,571564,0
9,289923624462188544,17712512499712,8192,4.659008264541626,191010,191010,0
10,289923624326922240,17712647774208,1024,3.0578155517578125,126617,126616,1
11,289923641574163456,17695400534016,72057594037927936,9.322943687438965,385742,385717,25
12,289356293574231040,72642637438394368,64,13.795836448669434,571146,571146,0
13,289356293709505600,72642637303119872,4,9.828608989715576,405247,405133,114
14,289356276462264384,72642654550361092,1099511627776,7.228785276412964,302458,302455,3
15,289920325927313472,72079704596939780,524288,1.883676528930664,75409,75409,0
16,289920325793095744,72079704731681796,4503599627370496,4.000784635543823,165623,165619,4
17,294441586325987392,72062043826160644,35184372088832,5.564260005950928,229841,229841,0
18,294441517606510656,72097296917726212,131072,12.957051038742065,535226,535226,0
19,294441552034275392,72097262490092548,576460752303423488,34.42585873603821,1414637,1414637,0
20,289937952406904896,653061614420886532,1152921504606846976,24.706579208374023,999369,999369,0
21,2023823808944545856,72097262490092548,8796093022208,23.645365476608276,970106,970106,0
22,2023806182398763072,72123685128897540,18014398509481984,33.3608832359314,1336104,1336104,0
23,2041855834134028352,72088431903114244,2305843009213693952,26.151620864868164,1078182,1078046,136
24,2037352234506657856,2382435040744178692,4611686018427387904,21.877747535705566,891898,891898,0
25,8954881262147739712,76592031530484740,144115188075855872,27.04390859603882,1135230,1135110,120
26,8953755362240897088,221833119513183236,2199023255552,19.861953020095825,810430,810430,0
27,8954914264676442176,220676416100893700,9223372036854775808,0.006106376647949219,321,257,64
28,19772603973378112,18379190113658733572,8,3.5400688648223877,143504,143504,0
29,19772603973379144,18379190113658732548,9007199254740992,0.13295984268188477,5567,5407,160
30,19755011787334728,18388214905099517956,2251799813685248,3.1520235538482666,132870,132870,0
31,35517610483131464,18374704106217406468,140737488355328,0.16304802894592285,6919,6849,70
32,17503211973649480,18392859242215243780,2,4.807445764541626,201785,201785,0
33,17503211973649486,18392859242215243776,281474976710656,0.005338907241821289,270,218,52
34,51763417588814,18410592165748015104,70368744177664,0.02896738052368164,1200,1155,45
35,16579045499982,18410697718864281600,137438953472,0.006224155426025391,338,246,92
36,16510326023246,18410697925022711808,536870912,1.6540319919586182,68893,68893,0
37,16579582370894,18410697856303235072,8589934592,0.0042514801025390625,286,173,113
38,9965332735054,18410704479142805504,274877906944,2.1710047721862793,91253,91247,6
39,10377649595470,18410704341703852032,549755813888,0.06267952919006348,2648,2625,23
40,9896613258318,18410705372496003072,36028797018963968,0.8280010223388672,34040,34040,0
41,36109199815353422,18410634866312871936,4294967296,0.0035657882690429688,214,146,68
42,36108100303725646,18410635970119467008,1073741824,0.6941170692443848,28671,28671,0
43,36108376255374414,18410635695241560064,2147483648,0.010351896286010742,462,428,34
44,36108101377467470,18410635972266950656,8388608,0.307100772857666,12686,12686,0
45,36249390777508942,18410494682875297792,4194304,0.018314838409423828,889,775,114
46,36249389166896206,18410494684490104832,2097152,0.48909497261047363,20800,20800,0
47,36249390783800398,18410494682875297792,32768,0.001691579818725586,106,71,35
48,79303823729742,18446664769835401216,33554432,0.19656062126159668,8253,8232,21
49,79321037153358,18446664752655532032,16777216,0.003506183624267578,174,146,28
50,79320533836878,18446664753175625728,65536,0.05213785171508789,2132,2118,14
51,79320567456846,18446664753142071296,16384,0.0003871917724609375,27,15,12
52,79320565359694,18446664753144184832,4096,0.007119655609130859,281,277,4
53,79320567460942,18446664753142087680,2048,0.0005695819854736328,32,21,11
54,79320532059214,18446664753177491456,128,0.0008940696716308594,37,35,2
55,79320532075726,18446664753177475072,512,0.0002658367156982422,14,9,5
56,79320531943630,18446664753177607680,32,0.00046372413635253906,18,17,1
57,79320531951854,18446664753177599488,256,8.487701416015625e-05,4,3,1
58,79320531886318,18446664753177665280,16,9.226799011230469e-05,2,2,0
59,79320531878126,18446664753177673488,1,3.218650817871094e-05,1,1,0
60,79320531878112,18446664753177673503,,,,,
