世代,黒のボード,白のボード,アクション,探索時間,全探索数,実際の探索数,カットした探索数
0,34628173824,68853694464,524288,0.039361000061035156,1712,1712,0
1,34762915840,68719476736,17179869184,0.05785703659057617,2477,2477,0
2,403177472,120259084288,35184372088832,0.12665057182312012,5457,5456,1
3,35253494743040,51539607552,2097152,0.17761683464050293,7510,7510,0
4,35253226307584,51810140160,2199023255552,0.2298126220703125,9954,9953,1
5,37469429432320,34630270976,137438953472,0.18482565879821777,8060,8060,0
6,37400709955584,240788701184,70368744177664,0.2355203628540039,10323,10312,11
7,107907161522176,103081312256,18014398509481984,0.5022006034851074,21411,21411,0
8,72722789433344,18049685962883072,9223372036854775808,0.6163992881774902,25758,25752,6
9,9241494411245256704,34361835520,2048,0.1846916675567627,8045,8045,0
10,9241494411110514688,34496579584,1048576,0.4033176898956299,17195,17195,0
11,9241494411245780992,34362361856,36028797018963968,0.7858679294586182,33481,33481,0
12,9241423904794214400,36099337832892416,140737488355328,1.1452593803405762,48641,48641,0
13,9277663808045711360,172069750784,67108864,0.8828632831573486,35853,35853,0
14,9277663807911493632,172271077376,274877906944,0.9955708980560303,39978,39978,0
15,9277664220228354048,34832123904,281474976710656,0.8569827079772949,36352,36352,0
16,9277662004025229312,283726011959296,4,0.6144983768463135,24672,24672,0
17,9277662004025231364,283726011957248,17592186044416,0.445575475692749,18879,18879,0
18,9277661935305754628,301386917478400,2251799813685248,1.022113561630249,43376,43376,0
19,9279931327305484292,283794731433984,9007199254740992,0.9219322204589844,37856,37856,0
20,9279913735119439876,9308586172219392,262144,1.7771148681640625,74642,74642,0
21,9279913803973920772,9308517318000640,288230376151711744,2.6052772998809814,109084,109084,0
22,9277662004160235524,299790693283397632,1152921504606846976,2.4017221927642822,100323,100323,0
23,10439590708021823492,290783494028656640,4611686018427387904,1.8684637546539307,77996,77996,0
24,10430583508767082500,4911476711710785536,2305843009213693952,1.8433575630187988,77683,77683,0
25,17357119735662905348,290783494028656640,131072,1.2721455097198486,54204,54204,0
26,17357119735661070340,290783494030622720,512,1.9666507244110107,83427,83427,0
27,17357119735661332996,290783494030360576,549755813888,1.1420817375183105,48070,48070,0
28,17357119254624995844,290784524822511616,2147483648,2.247051954269409,95815,95815,0
29,17357120081406200324,290783700188790784,1,0.562903642654419,24014,24014,0
30,17357120081271719940,290783700323271169,8796093022208,0.9090149402618408,38580,38580,0
31,17357146504045266948,290766073642746369,16,1.27388334274292,52585,52585,0
32,17357146504045264900,290766073642748433,576460752303423488,2.2119710445404053,89232,89232,0
33,17935859056162373636,288514273829063185,4503599627370496,0.834791898727417,33800,33800,0
34,17935832667883307012,293044261735500305,144115188075855872,1.6688661575317383,69640,69640,0
35,18368178232110874628,4813885583788561,1024,0.4562218189239502,18421,18421,0
36,18368178232110350340,4813885584313873,4398046511104,1.13307523727417,46667,46639,28
37,18368209035683169284,4787480058006033,1125899906842624,0.940138578414917,38709,38709,0
38,18365948439776461828,8173975871556113,4294967296,1.7055397033691406,72807,72807,0
39,18367076543001527300,7045876941457937,1099511627776,0.821286678314209,34707,34707,0
40,18367069945931760644,7053573522852369,72057594037927936,1.7476582527160645,74618,74618,0
41,18439410114458027012,6770999034513937,562949953421312,0.4915473461151123,20659,20659,0
42,18438284214551184388,8459848894777873,8589934592,0.731287956237793,31046,31035,11
43,18441105569977992196,5638502057904657,33554432,0.10764718055725098,4514,4514,0
44,18441105552596534276,5638519472917009,1073741824,0.010098934173583984,439,430,9
45,18441105691109229572,5638382033963537,2,0.048686981201171875,1902,1902,0
46,18441105691109228548,5638382033964563,256,0.0792233943939209,3464,3444,20
47,18441105691176468740,5638381966724627,8,0.033435821533203125,1438,1430,8
48,18441105691176468736,5638381966724639,536870912,0.0002434253692626953,26,9,17
49,18442240456835334400,4503616844729887,16777216,0.005543708801269531,236,233,3
50,18442240456835203328,4503616861638175,65536,0.00032138824462890625,19,13,6
51,18442240474065469696,4503599631437343,4194304,0.0007460117340087891,34,31,3
52,18442240474073727232,4503599627374111,4096,0.0016512870788574219,72,70,2
53,18442222812898722048,4521260802383391,8192,0.005288362503051758,209,209,0
54,18442222812899786496,4521260801327135,8388608,0.00047969818115234375,20,18,2
55,18442222674387091200,4521399322411039,32768,0.00026702880859375,14,11,3
56,18442222674395512576,4521399314022431,16384,0.00024247169494628906,14,10,4
57,18442222674389221120,4521399320330271,128,0.000125885009765625,7,5,2
58,18442222674659770240,4521399049781279,64,5.7220458984375e-05,3,2,1
59,18442222674659753856,4521399049797727,32,3.170967102050781e-05,1,1,0
60,18442222674659770336,4521399049781279,,,,,
