勝者,黒の石の数,白の石の数,最大の探索時間の世代,最大の探索時間,最大の全探索数,最大の実際の探索数,ゲームにかかった時間
白(後攻)の勝ち,28,36,23,2.9230175018310547,113877,113877,30.59066939353943
