勝者,黒の石の数,白の石の数,最大の探索時間の世代,最大の探索時間,最大の全探索数,最大の実際の探索数,ゲームにかかった時間
黒(先行)の勝ち,54,9,23,64.61675262451172,2600775,2600775,828.9070792198181
