勝者,黒の石の数,白の石の数,最大の探索時間の世代,最大の探索時間,最大の全探索数,最大の実際の探索数,ゲームにかかった時間
黒(先行)の勝ち,36,28,22,189.20397424697876,6353155,6353155,1189.3843657970428
