世代,黒のボード,白のボード,アクション,探索時間,全探索数,実際の探索数,カットした探索数
0,34628173824,68853694464,524288,0.007881402969360352,316,316,0
1,34762915840,68719476736,17179869184,0.061071157455444336,2477,2477,0
2,403177472,120259084288,4398046511104,0.022825002670288086,840,839,1
3,4432809426944,85899345920,1125899906842624,0.11054444313049316,4256,4256,0
4,34762915840,1130383852699648,2199023255552,0.04323935508728027,1268,1268,0
5,2250966040576,1130366672830464,1099511627776,0.6222672462463379,24893,24893,0
6,51942785024,1133665207713792,288230376151711744,0.04383039474487305,1662,1662,0
7,289360726047850496,3367254360064,576460752303423488,0.39853501319885254,16221,16212,9
8,288234826141007872,577590019464626176,1152921504606846976,0.033026695251464844,1231,1231,0
9,2017617083051278336,1129267161202688,1048576,0.44765186309814453,18335,18335,0
10,2017617065468755968,1129284744773632,2097152,0.05170941352844238,2084,2084,0
11,2017617065740337152,1129284475289600,8796093022208,0.6084191799163818,23432,23432,0
12,2017612633334087680,1142512974561280,67108864,0.1057271957397461,4069,4069,0
13,2018742948668637184,12197707120640,144115188075855872,2.255004405975342,91993,91989,4
14,2017617048761794560,145253285689819136,72057594037927936,0.16215968132019043,6450,6450,0
15,2233789830875578368,1138097613963264,8192,1.8663976192474365,76564,76564,0
16,2233789813560442880,1138114929106944,32,0.14122438430786133,5352,5352,0
17,2233789813560451104,1138114929098752,262144,1.9829089641571045,76396,76396,0
18,2233789813492817952,1138114996994048,4294967296,0.2200164794921875,8325,8325,0
19,2234917916717883424,10016066895872,16777216,1.446624755859375,53514,53514,0
20,2234917912422916128,10020378640384,1024,0.15677809715270996,6222,6222,0
21,2234917929670681632,10003130875904,33554432,2.5096840858459473,101177,101177,0
22,2234917912423703584,10020411408384,2251799813685248,0.2187659740447998,7330,7330,0
23,2237178542824367136,1189824430080,4,2.9230175018310547,113877,113877,0
24,2237178542824103968,1189824693252,65536,0.31440305709838867,9775,9775,0
25,2237178560037593120,1172611269636,8589934592,2.6126179695129395,100293,100293,0
26,2237178508497985568,1232740811780,281474976710656,0.3322775363922119,12852,12852,0
27,2237461087298068512,128917439492,536870912,2.449002265930176,84705,84705,0
28,2237461086895415328,129856963588,131072,0.1331644058227539,5178,5178,0
29,2237461086895808544,129856701444,4503599627370496,1.86491060256958,67944,67944,0
30,2237452290802786336,4512525577094148,2305843009213693952,0.2426750659942627,9302,9302,0
31,4547807712916742176,112676832260,4194304,1.3236267566680908,50738,50738,0
32,4547807712914645024,112683123716,8388608,0.22156000137329102,8595,8595,0
33,4547807712930373664,112675783684,4096,1.2039682865142822,44224,44224,0
34,4547807712928800800,112677360644,2048,0.10217738151550293,3627,3627,0
35,4547807747423287328,78182876164,16,1.230945348739624,45495,45495,0
36,4547807747423283232,78182880276,8,0.14353156089782715,4942,4942,0
37,4547807747423288376,78182875140,64,0.557981014251709,22677,22661,16
38,4547807747423280128,78182883452,35184372088832,0.06991362571716309,2716,2716,0
39,4547843000514845696,9463406716,2147483648,0.5158305168151855,19525,19513,12
40,4547843000510651392,11615084668,549755813888,0.059953927993774414,2371,2371,0
41,4547843552413948928,9467601020,2,0.3235020637512207,13296,13296,0
42,4547843552413423616,9468126334,1073741824,0.04313206672668457,1690,1690,0
43,4547843554292471808,8662819966,562949953421312,0.12588262557983398,5024,5021,3
44,4547841355269216256,565157639496830,32768,0.013909339904785156,547,547,0
45,4547841355273443328,565157635302526,137438953472,0.10776352882385254,4419,4418,1
46,4547841234206955520,565416140743806,17592186044416,0.018295764923095703,652,652,0
47,4547859067247761408,565175285982334,70368744177664,0.06133413314819336,2174,2174,0
48,4547792958842705920,701652435215486,512,0.016957759857177734,661,660,1
49,4547792958842707456,701652435214462,1,0.02978348731994629,1177,1177,0
50,4547792889988750336,701721289171583,256,0.011184930801391602,431,425,6
51,4547792889988751104,701721289171071,9007199254740992,0.005800724029541016,234,234,0
52,4539911590640852736,17590219891810431,4611686018427387904,0.0005633831024169922,25,20,5
53,9160622400509026048,8565428451025023,18014398509481984,0.0038645267486572266,130,130,0
54,9151615201254285056,35587026215247999,9223372036854775808,0.0002930164337158203,17,10,7
55,18393036889844588288,17537374479720575,36028797018963968,0.0004258155822753906,19,15,4
56,18375022491335106304,71580570008166527,274877906944,0.00021123886108398438,9,8,1
57,18393107671442497280,53495664778682495,140737488355328,0.00012350082397460938,3,3,0
58,18392984250724357888,53759822985177215,16384,5.888938903808594e-05,2,2,0
59,18392984250994915072,53759822714636415,128,3.2901763916015625e-05,1,1,0
60,18392983664452908800,53760409256642815,,,,,
