世代,黒のボード,白のボード,アクション,探索時間,全探索数,実際の探索数,カットした探索数
0,34628173824,68853694464,67108864,0.23853492736816406,9876,9870,6
1,34829500416,68719476736,1048576,0.06291437149047852,2477,2477,0
2,34561064960,68988960768,35184372088832,0.973231315612793,37472,37468,4
3,35287652630528,269484032,17592186044416,0.22734832763671875,7510,7510,0
4,35218933153792,17661175005184,9007199254740992,3.817662477493286,139147,139135,12
5,9060010373939200,68988960768,4398046511104,0.4593634605407715,16729,16729,0
6,9059976014200832,4501395210240,8796093022208,3.209322214126587,117125,117118,7
7,9068806466961408,4467035471872,262144,1.2164599895477295,43951,43951,0
8,9068806332743680,4467169951744,536870912,15.745651483535767,556125,556125,0
9,9068875991744512,4398047821824,2097152,2.0097920894622803,64701,64701,0
10,9068841363570688,4432678092800,17179869184,28.731969118118286,981626,981626,0
11,9068892903178240,4398318354432,137438953472,4.182541131973267,143460,143460,0
12,9068892366307328,4536294178816,274877906944,66.97904825210571,2331873,2331873,0
13,9069304683167744,4398855225344,2305843009213693952,6.643738269805908,225487,225487,0
14,26783617384448,2314889929134702592,4611686018427387904,132.90485739707947,4795681,4795681,0
15,4620720001299513344,2305882729879961600,9223372036854775808,7.863483905792236,272683,272683,0
16,9033982872125440,16140940785162125312,2048,104.23909592628479,3709330,3709330,0
17,9033983410046976,16140940784624205824,131072,9.450176000595093,312266,312266,0
18,9157542414336,16149965610491969536,4194304,56.14559292793274,2011760,2011760,0
19,9157548705792,16149965610489872384,8192,6.028890609741211,209305,209305,0
20,9157009737728,16149965611028848640,4503599627370496,127.0318295955658,4517609,4517609,0
21,4565533195241472,16149912834470715392,4,16.79887294769287,573760,573760,0
22,4565533194190848,16149912834471766020,256,189.20397424697876,6353155,6353155,0
23,4565567621169408,16149912800044787716,1152921504606846976,12.627307653427124,458028,458028,0
24,44307088277760,17307355565184526340,576460752303423488,119.27447509765625,4431163,4431163,0
25,581008659019071744,17302851965557155844,288230376151711744,12.391581535339355,456091,456091,0
26,4547906715648256,18167543094012291076,1024,134.91863489151,5117801,5117801,0
27,4547906715911424,18167543094012028932,2147483648,7.850601434707642,298072,298072,0
28,8847834350848,18172082155041073156,16,29.299724578857422,1133139,1133050,89
29,8847834352912,18172082155041071108,2199023255552,1.0252091884613037,39591,39591,0
30,8830520266000,18172084371378413572,1099511627776,24.928338527679443,975367,975338,29
31,16527101660432,18172077774308646916,1125899906842624,1.4168314933776855,54710,54710,0
32,3332962127120,18173216868355022852,2251799813685248,22.486207723617554,895194,895120,74
33,2263928868834576,18173208072262000644,4294967296,1.0795388221740723,40156,40156,0
34,2261729845579024,18173210275580223492,16777216,20.584782123565674,818134,818046,88
35,2261734157323536,18173210271285256196,33554432,0.28066515922546387,11249,11249,0
36,2261734090214672,18173210271385919492,65536,6.3204944133758545,257893,257656,237
37,2261751303703824,18173210254172495876,8589934592,0.18330979347229004,7233,7233,0
38,2261699764096272,18173210314302038020,524288,3.140493631362915,128398,128246,152
39,2261742915620112,18173210271151038468,8,0.3190641403198242,12626,12626,0
40,1112514430224,18175470901552228364,2,4.450892686843872,179868,179717,151
41,1112514430238,18175470901552228352,512,0.033553361892700195,1331,1331,0
42,1103890546974,18175470910176112128,549755813888,0.9936389923095703,40105,39971,134
43,2194812240158,18175470369010232832,140737488355328,0.1880817413330078,7369,7369,0
44,1370178519326,18175611931132308992,144115188075855872,0.008598566055297852,437,332,105
45,145251254254240030,18174477235132444160,562949953421312,0.20246505737304688,8070,8070,0
46,144125354347397406,18176166084992708096,72057594037927936,0.043313026428222656,1789,1723,66
47,216750296385257758,18175598736992775680,281474976710656,0.16127657890319824,3830,3830,0
48,216187346431836446,18176443161922907648,1,0.9316258430480957,38031,37721,310
49,216187346566316831,18176443161788427264,1073741824,0.024106740951538086,947,947,0
50,216187209127363359,18176443300301122560,18014398509481984,0.003481626510620117,166,143,23
51,234236792008934175,18176408115929033728,36028797018963968,0.022699356079101562,898,898,0
52,216222393499452191,18230451311457479680,70368744177664,0.008806705474853516,378,348,30
53,216292899951544095,18230451173749565440,32768,0.005661964416503906,246,223,23
54,216292900492642079,18230451173208500224,8388608,0.004251718521118164,170,165,5
55,216292900488447775,18230451173221083136,16384,0.0005857944488525391,34,23,11
56,216293176446404383,18230450897263142912,4096,0.0001971721649169922,12,7,5
57,216293175370565407,18230450898338985984,64,0.00017714500427246094,6,5,1
58,216293175371622239,18230450898337929216,128,5.91278076171875e-05,3,2,1
59,216293175371573087,18230450898337978496,32,3.266334533691406e-05,1,1,0
60,216293175371577215,18230450898337974400,,,,,
