勝者,黒の石の数,白の石の数,最大の探索時間の世代,最大の探索時間,最大の全探索数,最大の実際の探索数,ゲームにかかった時間
黒(先行)の勝ち,53,11,21,2.6052772998809814,109084,109084,43.34348440170288
