勝者,黒の石の数,白の石の数,最大の探索時間の世代,最大の探索時間,最大の全探索数,最大の実際の探索数,ゲームにかかった時間
黒(先行)の勝ち,46,18,23,50.01887321472168,1845787,1845787,441.15296149253845
