世代,黒のボード,白のボード,アクション,探索時間,全探索数,実際の探索数,カットした探索数
0,34628173824,68853694464,524288,0.040589094161987305,1712,1712,0
1,34762915840,68719476736,17179869184,0.010528326034545898,427,427,0
2,403177472,120259084288,35184372088832,0.1295919418334961,5457,5456,1
3,35253494743040,51539607552,2097152,0.02863764762878418,1095,1095,0
4,35253226307584,51810140160,536870912,0.25765085220336914,9954,9953,1
5,35254031613952,51541704704,2048,0.0416264533996582,1636,1636,0
6,35253896871936,51676448768,67108864,0.3922441005706787,15424,15424,0
7,35254098198528,51542231040,262144,0.07986998558044434,3179,3179,0
8,35254031089664,51609602048,8,1.3138434886932373,53047,53047,0
9,35254031616008,51609075712,1073741824,0.11851024627685547,4810,4810,0
10,35253092091912,53622341632,1048576,1.5118012428283691,62046,62046,0
11,35253361575944,53353906176,4,0.22718524932861328,9333,9333,0
12,35253360525320,53354956804,2,2.7852864265441895,117877,117877,0
13,35253360525326,53354956800,17592186044416,0.11290454864501953,4508,4508,0
14,35184372613134,17714528913408,137438953472,1.3558874130249023,54610,54610,0
15,35322080002062,17714260477952,9007199254740992,0.17117953300476074,6948,6948,0
16,268959758,9060235326261248,2147483648,1.877310037612915,76633,76633,0
17,4027056142,9060233715648512,8388608,0.17255067825317383,6956,6956,0
18,2953314318,9060234797778944,32768,3.520462989807129,141808,141808,0
19,2961735694,9060234789390336,4194304,0.08787822723388672,3198,3198,0
20,2424864782,9060235330455552,8796093022208,1.969017505645752,78008,78008,0
21,8902272385038,9060131575957504,4398046511104,0.341123104095459,13295,13295,0
22,71551189006,9073360343664640,2305843009213693952,4.46007513999939,167967,167967,0
23,2314885601830666254,30839277881344,70368744177664,0.23565196990966797,9258,9258,0
24,2314850280019623950,136529833101312,36028797018963968,5.570408821105957,220135,220135,0
25,2350949583490154510,66023381534720,274877906944,0.24773716926574707,9218,9218,0
26,2350949376794853390,66504954742784,4503599627370496,6.181870460510254,236875,236875,0
27,2355506096577740814,13384799225856,1152921504606846976,0.45111989974975586,14255,14255,0
28,2350984835776413710,1157456150207399936,576460752303423488,3.447843074798584,131759,131759,0
29,4084870692314054670,31045973182464,4611686018427387904,0.21010088920593262,7859,7859,0
30,4075863493059313678,4620724263655311360,9223372036854775808,4.200046539306641,153511,153511,0
31,17910921548341477390,9038245227923456,2251799813685248,0.19610333442687988,6951,6951,0
32,17906417948714106894,15793644668979200,288230376151711744,2.4348959922790527,91695,91695,0
33,18196917855378243598,13524114156554240,4096,0.1833639144897461,4789,4789,0
34,18196917855377719310,13524114157082624,1125899906842624,1.8993151187896729,64617,64608,9
35,18198052620633931790,13515248807712768,18014398509481984,0.09159040451049805,3138,3138,0
36,18198017367408148494,31564900542978048,16,1.5515234470367432,61231,61212,19
37,18198017436397113374,31564831554013184,549755813888,0.1385796070098877,5523,5523,0
38,18197946585542856734,31636232164083712,16384,1.6960983276367188,66636,66636,0
39,18197946585544970270,31636232161986560,32,0.11293649673461914,4214,4214,0
40,18197946585544966174,31636232161990688,64,1.344933271408081,48944,48944,0
41,18197946585544966270,31636232161990656,128,0.05255389213562012,2028,2021,7
42,18197946583118512254,31636234588444800,8589934592,0.8262100219726562,30925,30903,22
43,18197950989822595198,31631836474296448,1,0.14601492881774902,5412,5412,0
44,18197950989822595072,31631836474296575,8192,0.664421796798706,26387,26387,0
45,18197950989824700416,31631836472199423,1024,0.09381675720214844,3679,3679,0
46,18197950989824176128,31631836472724735,2199023255552,0.2771890163421631,11313,11313,0
47,18197953206161518592,31631819158637823,1099511627776,0.05300164222717285,2069,2069,0
48,18197920212155641856,31665912676142335,16777216,0.25386857986450195,8289,8263,26
49,18197924618808864768,31661506039696639,4294967296,0.02030014991760254,777,777,0
50,18197924593039060992,31661536104467711,281474976710656,0.07256245613098145,2229,2219,10
51,18198209388025491456,31658216094747903,144115188075855872,0.007133007049560547,274,274,0
52,18197083488118648832,176899304077446399,72057594037927936,0.0007569789886474609,31,18,13
53,18413256270232432640,32784116001590527,562949953421312,0.0047724246978759766,113,113,0
54,18413249673162665984,33353663024778495,140737488355328,0.0007064342498779297,20,16,4
55,18431543622503510016,15200451172289791,33554432,0.0010542869567871094,25,25,0
56,18431534809230618624,15209264478735615,131072,0.0005354881286621094,16,12,4
57,18431534852281872384,15209221427612927,65536,0.00020813941955566406,7,5,2
58,18431534852240060416,15209221469490431,512,9.012222290039062e-05,3,2,1
59,18431534852274011648,15209221435539711,256,6.437301635742188e-05,1,1,0
60,18431517225660973056,15226848048578559,,,,,
