1,0000000000000000000000000000000000000000000000000000000000000111
2,0000000000000000000000000000000000000000000000000000000000001011
3,0000000000000000000000000000000000000000000000000000000000001101
4,0000000000000000000000000000000000000000000000000000000000001110
5,0000000000000000000000000000000000000000000000000000000000010011
6,0000000000000000000000000000000000000000000000000000000000010101
7,0000000000000000000000000000000000000000000000000000000000010110
8,0000000000000000000000000000000000000000000000000000000000011001
9,0000000000000000000000000000000000000000000000000000000000011010
10,0000000000000000000000000000000000000000000000000000000000011100
11,0000000000000000000000000000000000000000000000000000000000100011
12,0000000000000000000000000000000000000000000000000000000000100101
13,0000000000000000000000000000000000000000000000000000000000100110
14,0000000000000000000000000000000000000000000000000000000000101001
15,0000000000000000000000000000000000000000000000000000000000101010
16,0000000000000000000000000000000000000000000000000000000000101100
17,0000000000000000000000000000000000000000000000000000000000110001
18,0000000000000000000000000000000000000000000000000000000000110010
19,0000000000000000000000000000000000000000000000000000000000110100
20,0000000000000000000000000000000000000000000000000000000000111000
21,0000000000000000000000000000000000000000000000000000000001000011
22,0000000000000000000000000000000000000000000000000000000001000101
23,0000000000000000000000000000000000000000000000000000000001000110
24,0000000000000000000000000000000000000000000000000000000001001001
25,0000000000000000000000000000000000000000000000000000000001001010
26,0000000000000000000000000000000000000000000000000000000001001100
27,0000000000000000000000000000000000000000000000000000000001010001
28,0000000000000000000000000000000000000000000000000000000001010010
29,0000000000000000000000000000000000000000000000000000000001010100
30,0000000000000000000000000000000000000000000000000000000001011000
31,0000000000000000000000000000000000000000000000000000000001100001
32,0000000000000000000000000000000000000000000000000000000001100010
33,0000000000000000000000000000000000000000000000000000000001100100
34,0000000000000000000000000000000000000000000000000000000001101000
35,0000000000000000000000000000000000000000000000000000000001110000
36,0000000000000000000000000000000000000000000000000000000010000011
37,0000000000000000000000000000000000000000000000000000000010000101
38,0000000000000000000000000000000000000000000000000000000010000110
39,0000000000000000000000000000000000000000000000000000000010001001
40,0000000000000000000000000000000000000000000000000000000010001010
41,0000000000000000000000000000000000000000000000000000000010001100
42,0000000000000000000000000000000000000000000000000000000010010001
43,0000000000000000000000000000000000000000000000000000000010010010
44,0000000000000000000000000000000000000000000000000000000010010100
45,0000000000000000000000000000000000000000000000000000000010011000
46,0000000000000000000000000000000000000000000000000000000010100001
47,0000000000000000000000000000000000000000000000000000000010100010
48,0000000000000000000000000000000000000000000000000000000010100100
49,0000000000000000000000000000000000000000000000000000000010101000
50,0000000000000000000000000000000000000000000000000000000010110000
51,0000000000000000000000000000000000000000000000000000000011000001
52,0000000000000000000000000000000000000000000000000000000011000010
53,0000000000000000000000000000000000000000000000000000000011000100
54,0000000000000000000000000000000000000000000000000000000011001000
55,0000000000000000000000000000000000000000000000000000000011010000
56,0000000000000000000000000000000000000000000000000000000011100000
57,0000000000000000000000000000000000000000000000000000000100000011
58,0000000000000000000000000000000000000000000000000000000100000101
59,0000000000000000000000000000000000000000000000000000000100000110
60,0000000000000000000000000000000000000000000000000000000100001001
61,0000000000000000000000000000000000000000000000000000000100001010
62,0000000000000000000000000000000000000000000000000000000100001100
63,0000000000000000000000000000000000000000000000000000000100010001
64,0000000000000000000000000000000000000000000000000000000100010010
65,0000000000000000000000000000000000000000000000000000000100010100
66,0000000000000000000000000000000000000000000000000000000100011000
67,0000000000000000000000000000000000000000000000000000000100100001
68,0000000000000000000000000000000000000000000000000000000100100010
69,0000000000000000000000000000000000000000000000000000000100100100
70,0000000000000000000000000000000000000000000000000000000100101000
71,0000000000000000000000000000000000000000000000000000000100110000
72,0000000000000000000000000000000000000000000000000000000101000001
73,0000000000000000000000000000000000000000000000000000000101000010
74,0000000000000000000000000000000000000000000000000000000101000100
75,0000000000000000000000000000000000000000000000000000000101001000
76,0000000000000000000000000000000000000000000000000000000101010000
77,0000000000000000000000000000000000000000000000000000000101100000
78,0000000000000000000000000000000000000000000000000000000110000001
79,0000000000000000000000000000000000000000000000000000000110000010
80,0000000000000000000000000000000000000000000000000000000110000100
81,0000000000000000000000000000000000000000000000000000000110001000
82,0000000000000000000000000000000000000000000000000000000110010000
83,0000000000000000000000000000000000000000000000000000000110100000
84,0000000000000000000000000000000000000000000000000000000111000000
85,0000000000000000000000000000000000000000000000000000001000000011
86,0000000000000000000000000000000000000000000000000000001000000101
87,0000000000000000000000000000000000000000000000000000001000000110
88,0000000000000000000000000000000000000000000000000000001000001001
89,0000000000000000000000000000000000000000000000000000001000001010
90,0000000000000000000000000000000000000000000000000000001000001100
91,0000000000000000000000000000000000000000000000000000001000010001
92,0000000000000000000000000000000000000000000000000000001000010010
93,0000000000000000000000000000000000000000000000000000001000010100
94,0000000000000000000000000000000000000000000000000000001000011000
95,0000000000000000000000000000000000000000000000000000001000100001
96,0000000000000000000000000000000000000000000000000000001000100010
97,0000000000000000000000000000000000000000000000000000001000100100
98,0000000000000000000000000000000000000000000000000000001000101000
99,0000000000000000000000000000000000000000000000000000001000110000
100,0000000000000000000000000000000000000000000000000000001001000001
101,0000000000000000000000000000000000000000000000000000001001000010
102,0000000000000000000000000000000000000000000000000000001001000100
103,0000000000000000000000000000000000000000000000000000001001001000
104,0000000000000000000000000000000000000000000000000000001001010000
105,0000000000000000000000000000000000000000000000000000001001100000
106,0000000000000000000000000000000000000000000000000000001010000001
107,0000000000000000000000000000000000000000000000000000001010000010
108,0000000000000000000000000000000000000000000000000000001010000100
109,0000000000000000000000000000000000000000000000000000001010001000
110,0000000000000000000000000000000000000000000000000000001010010000
111,0000000000000000000000000000000000000000000000000000001010100000
112,0000000000000000000000000000000000000000000000000000001011000000
113,0000000000000000000000000000000000000000000000000000001100000001
114,0000000000000000000000000000000000000000000000000000001100000010
115,0000000000000000000000000000000000000000000000000000001100000100
116,0000000000000000000000000000000000000000000000000000001100001000
117,0000000000000000000000000000000000000000000000000000001100010000
118,0000000000000000000000000000000000000000000000000000001100100000
119,0000000000000000000000000000000000000000000000000000001101000000
120,0000000000000000000000000000000000000000000000000000001110000000
121,0000000000000000000000000000000000000000000000000000010000000011
122,0000000000000000000000000000000000000000000000000000010000000101
123,0000000000000000000000000000000000000000000000000000010000000110
124,0000000000000000000000000000000000000000000000000000010000001001
125,0000000000000000000000000000000000000000000000000000010000001010
126,0000000000000000000000000000000000000000000000000000010000001100
127,0000000000000000000000000000000000000000000000000000010000010001
128,0000000000000000000000000000000000000000000000000000010000010010
129,0000000000000000000000000000000000000000000000000000010000010100
130,0000000000000000000000000000000000000000000000000000010000011000
131,0000000000000000000000000000000000000000000000000000010000100001
132,0000000000000000000000000000000000000000000000000000010000100010
133,0000000000000000000000000000000000000000000000000000010000100100
134,0000000000000000000000000000000000000000000000000000010000101000
135,0000000000000000000000000000000000000000000000000000010000110000
136,0000000000000000000000000000000000000000000000000000010001000001
137,0000000000000000000000000000000000000000000000000000010001000010
138,0000000000000000000000000000000000000000000000000000010001000100
139,0000000000000000000000000000000000000000000000000000010001001000
140,0000000000000000000000000000000000000000000000000000010001010000
141,0000000000000000000000000000000000000000000000000000010001100000
142,0000000000000000000000000000000000000000000000000000010010000001
143,0000000000000000000000000000000000000000000000000000010010000010
144,0000000000000000000000000000000000000000000000000000010010000100
145,0000000000000000000000000000000000000000000000000000010010001000
146,0000000000000000000000000000000000000000000000000000010010010000
147,0000000000000000000000000000000000000000000000000000010010100000
148,0000000000000000000000000000000000000000000000000000010011000000
149,0000000000000000000000000000000000000000000000000000010100000001
150,0000000000000000000000000000000000000000000000000000010100000010
151,0000000000000000000000000000000000000000000000000000010100000100
152,0000000000000000000000000000000000000000000000000000010100001000
153,0000000000000000000000000000000000000000000000000000010100010000
154,0000000000000000000000000000000000000000000000000000010100100000
155,0000000000000000000000000000000000000000000000000000010101000000
156,0000000000000000000000000000000000000000000000000000010110000000
157,0000000000000000000000000000000000000000000000000000011000000001
158,0000000000000000000000000000000000000000000000000000011000000010
159,0000000000000000000000000000000000000000000000000000011000000100
160,0000000000000000000000000000000000000000000000000000011000001000
161,0000000000000000000000000000000000000000000000000000011000010000
162,0000000000000000000000000000000000000000000000000000011000100000
163,0000000000000000000000000000000000000000000000000000011001000000
164,0000000000000000000000000000000000000000000000000000011010000000
165,0000000000000000000000000000000000000000000000000000011100000000
166,0000000000000000000000000000000000000000000000000000100000000011
167,0000000000000000000000000000000000000000000000000000100000000101
168,0000000000000000000000000000000000000000000000000000100000000110
169,0000000000000000000000000000000000000000000000000000100000001001
170,0000000000000000000000000000000000000000000000000000100000001010
171,0000000000000000000000000000000000000000000000000000100000001100
172,0000000000000000000000000000000000000000000000000000100000010001
173,0000000000000000000000000000000000000000000000000000100000010010
174,0000000000000000000000000000000000000000000000000000100000010100
175,0000000000000000000000000000000000000000000000000000100000011000
176,0000000000000000000000000000000000000000000000000000100000100001
177,0000000000000000000000000000000000000000000000000000100000100010
