件数目,バッチ当たりの登録合計時間,インデックスの削除時間,インデックスの作成時間,トランザクション開始時間,インザート時間,インザートコミット時間,インデックス作成コミット時間,合計経過時間
1000000,00時間00分13秒,00時間00分00秒,00時間00分00秒,00時間00分00秒,00時間00分12秒,00時間00分00秒,00時間00分00秒,00時間00分13秒
