4629788412495265792_35253225783296_1
88201716826112_18049583015788544_1
87995759722496_18049651601047552_1
87995693137920_18049651601047552_1
1157548352884178944_134217728_1
581069939675234304_17661039738880_1
9130379185225728_4503668481064960_1
131976023506944_4503668481064960_1
105793902870528_4521191947632640_1
105587945766912_4521260532891648_1
105587879182336_4521260532891648_1
105656598396928_4521191813414912_1
136374070018048_68853694464_1
123180131811328_8864812498944_1
123214424702976_8830452760576_1
127577976995840_86033563648_1
123180131811328_85899345920_1
123214424702976_51539607552_1
123385820479488_939524096_1
123179932581888_69390565376_1
123248651010048_671088640_1
123179796791296_69524783104_1
123248516005888_805306368_1
123385820479488_403701760_1
123179932581888_68854743040_1
123179796791296_68988960768_1
123248516005888_269484032_1
123248651014144_134217728_1
18049789308436480_26422773022720_1
9042590053695488_26422773022720_1
4521398240280576_44014959067136_1
2269598426595328_44014959067136_1
1134902426730496_52811052089344_1
4638833115136_61572785373184_1
257966473216_61572785373184_1
206628192256_61607010893824_1
206561345536_61607010893824_1
1157442799969239040_35184372088832_1
18049686430547968_4521191813414912_1
9024826270285824_4538852718936064_1
240987930624_4556376185503744_1
18049686430547968_26388279066624_1
9024826270285824_44049184587776_1
4521295362392064_43980465111040_1
2260630736207872_52845277609984_1
240987930624_61572651155456_1
18067244256854016_51539607552_1
123145772072960_120259084288_1
26423108567040_35270271434752_1
22042241925120_35253091565568_1
19808858931200_35287451303936_1
18067278348156928_269484032_1
123179863375872_68988960768_1
17832905539584_35184641572864_1
17627552415744_35253092614144_1
17627017641984_35253092614144_1
17626748166144_35253360001024_1
17695736074240_35184372088832_1
123179997593600_68853956608_1
17833039757312_35184506568704_1
1157442799902654464_35184372088832_1
18049686363963392_4521191813414912_1
9024826203701248_4538852718936064_1
240921346048_4556376185503744_1
18049686363963392_26388279066624_1
9024826203701248_44049184587776_1
4521295295807488_43980465111040_1
2260630669623296_52845277609984_1
240921346048_61572651155456_1
18067244190269440_51539607552_1
123145705488384_120259084288_1
26423041982464_35270271434752_1
22024995471360_35270271434752_1
19808792346624_35287451303936_1
17627016069120_35270271434752_1
18067278281572352_269484032_1
17833107390464_35184373137408_1
17627485831168_35253092614144_1
17626952105984_35253091565568_1
17626681581568_35253360001024_1
17695669489664_35184372088832_1
123179931009024_68853956608_1
5655956801191936_9007233748697088_1
1187541545910272_9007233748697088_1
1139197394026496_9024791575003136_1
1134816527384576_9024791575003136_1
1134765189103616_9024825800523776_1
1134799482257408_9024791440785408_1
1134765122256896_9024825800523776_1
291625737046196224_8830586978304_1
7898960521854976_8830586978304_1
1156789580070912_2251799947902976_1
1143612620406784_2260596040925184_1
1143595641864192_2260595906707456_1
1143561215279104_2260630266445824_1
1257841570611200_103213432832_1
1156720860594176_35253225783296_1
1152357710692352_35218866044928_1
1152323015409664_35253091565568_1
1152322948825088_35253091565568_1
1222794637475840_103213432832_1
1156720860594176_206292647936_1
1152426967040000_103213432832_1
1152357710692352_171932909568_1
1152323015409664_206158430208_1
1152322948825088_206158430208_1
1152408444993536_939524096_1
1152391332233216_939524096_1
1152357446451200_34762391552_1
1152357174870016_35030827008_1
1152391399866368_805306368_1
1152357039865856_35165044736_1
1152408444993536_404750336_1
1152391332233216_404750336_1
1152357174870016_34496053248_1
1152391399866368_270532608_1
1152357039865856_34630270976_1
1155195363640999936_8830586978304_1
290504235185864704_8830586978304_1
1156755220332544_2251834307641344_1
22110760075264_2260596040925184_1
22093781532672_2260595906707456_1
22059354947584_2260630266445824_1
31027112181760_35184506306560_1
30890210099200_35184506306560_1
30821155078144_35253091565568_1
30821088493568_35253091565568_1
30889945858048_402653184_1
30889675325440_671088640_1
30889674276864_671088640_1
30889539534848_805306368_1
30889539272704_805306368_1
9024843248828416_44049318805504_1
4530108433956864_35184506306560_1
2260647714750464_52845411827712_1
52009369600_61641370632192_1
51943309312_61641370632192_1
51942785024_61641370632192_1
2278291440402432_2216337342464_1
1152391533559808_2216337342464_1
30889673228288_2216337342464_1
17721303498752_10995250495488_1
17695735021568_11012296146944_1
17695668436992_11012296146944_1
17695668174848_11012296146944_1
4530039446044672_69659000832_1
2278239632359424_69659000832_1
30837865185280_69659000832_1
17849884082176_8797032546304_1
17643996184576_8865483587584_1
17712848830464_8796629893120_1
17643860393984_8865617805312_1
2278291440402432_17347641344_1
1152391533559808_17347641344_1
30889673228288_17347641344_1
17721303498752_8796260794368_1
17695735021568_8813306445824_1
17695668436992_8813306445824_1
17695668174848_8813306445824_1
9024894989762560_43980465111040_1
2260699455684608_52776558133248_1
1134799548841984_52776558133248_1
2278222922252288_69256347648_1
52880107110400_8796629893120_1
30821155078144_69256347648_1
17833173975040_8796629893120_1
17628626157568_8864812498944_1
1152357240930304_34494480384_1
30889740337152_134742016_1
17712780673024_8796227764224_1
17661375545344_8830453284864_1
17661241593856_8830586978304_1
17661241590784_8830586978304_1
4521260935806976_9016029707501568_1
2260699388837888_9024791440785408_1
4501528641536_9033587533807616_1
120661999616_9033587533807616_1
18049652003962880_26422638804992_1
4521260935806976_44014824849408_1
2260699388837888_52776558133248_1
1134765122256896_52810917871616_1
4501528641536_61572651155456_1
120661999616_61572651155456_1
2278222855405568_206158430208_1
88098772090880_8899172237312_1
52845680525312_8967891714048_1
30821088231424_206158430208_1
17731101655040_8899172237312_1
17627015806976_9002251452416_1
2278222855405568_69256347648_1
52845680525312_8830989631488_1
30821088231424_69256347648_1
17594199572480_8899172237312_1
17627015806976_8865349369856_1
2278291306446848_270532608_1
30855179534336_34630270976_1
17712579608576_8796363554816_1
17661845307392_8830454857728_1
17695466848256_8796363554816_1
17661309485056_8830454857728_1
1152357174083584_34494480384_1
30889673490432_134742016_1
17712713826304_8796227764224_1
17695735283712_8796093546496_1
17661175791616_8830586978304_1
17661174744064_8830586978304_1
9024826341588992_4503668749500416_1
8899713302528_4521192216068096_1
241059233792_4521192216068096_1
35370565632_4521260532891648_1
35171336192_4521260667109376_1
35035545600_4521260801327104_1
123180203114496_69122129920_1
26491899346944_35184774742016_1
17833245278208_35184774742016_1
17627556610048_35253091565568_1
17627357380608_35253225783296_1
17696075808768_35184506306560_1
17627221590016_35253360001024_1
30855586119680_34762391552_1
17712986193920_8796495675392_1
17696276086784_8796093022208_1
17661716070400_8830586978304_1
17661581066240_8830721196032_1
17712986193920_4398449164288_1
17696276086784_4398046511104_1
17661716070400_4432540467200_1
17661581066240_4432674684928_1
17971221102592_939524096_1
17695539986432_1744830464_1
17695538937856_1744830464_1
17695404195840_1879048192_1
17695403933696_1879048192_1
17628426928128_35253225783296_1
17627017641984_35253628436480_1
17626951057408_35253628436480_1
30820955848704_69390565376_1
17730432401408_8899306455040_1
17594067189760_8899306455040_1
17627017641984_8865349369856_1
17697144307712_136323072_1
17695735021568_538976256_1
17696074760192_136323072_1
17695668436992_538976256_1
17695668174848_538976256_1
17695535808512_671096832_1
123179931533312_69390565376_1
17902230044672_35253225783296_1
17832973697024_35185043177472_1
17644129353728_35253628436480_1
17628425879552_35253225783296_1
17627016593408_35253628436480_1
17626950008832_35253628436480_1
30820954800128_69390565376_1
17867870306304_8899306455040_1
17609769615360_8899709108224_1
17594066141184_8899306455040_1
17627016593408_8865349369856_1
17697144307712_135274496_1
17695735021568_537927680_1
17696074760192_135274496_1
17695668436992_537927680_1
17695668174848_537927680_1
17695534747648_671096832_1
17697144307712_135268352_1
17695735021568_537921536_1
17696074760192_135268352_1
17695668436992_537921536_1
17695668174848_537921536_1
17695534747648_671090688_1
9024825935265792_4503669152153600_1
35287586045952_4521192618721280_1
240921346048_4521192350285824_1
36373528576_4521260532891648_1
34765012992_4521261069762560_1
2278222587232256_69524783104_1
52879772090368_8796898328576_1
30820820058112_69524783104_1
17628559572992_8864812498944_1
17626951057408_8865349369856_1
17695669485568_8796629893120_1
26491493023744_4398851817472_1
17798747652096_4432943120384_1
17712579870720_4398851817472_1
17662919311360_4432406249472_1
17695467110400_4398851817472_1
17661581328384_4432674684928_1
17661309747200_4432943120384_1
