勝者,黒の石の数,白の石の数,最大の探索時間の世代,最大の探索時間,最大の全探索数,最大の実際の探索数,ゲームにかかった時間
黒(先行)の勝ち,38,26,23,0.41215968132019043,17150,17150,7.089754581451416
